"ID","ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历,城市"
"377","377,女,计算机,本科,自由职业,教育,6000.0,南京,3,是,上海 "
"378","378,女,法学,,就业,医疗,14000.0,深圳,5,是,"
"379","379,男,,博士,出国,制造业,,北京,1,是,上海 "
"380","380,男,机械工程,博士,公务员,文化传媒,14675.314890353544,武汉,1,是,"
"381","381,男,土木工程,硕士,自由职业,建筑,,北京,1,是,"
"382","382,女,法学,博士,自由职业,医疗,4000.0,广州,3,是,"
"383","383,女,法学,本科,创业,互联网,13000.0,武汉,3,是,"
"384","384,男,汉语言文学,硕士,创业,文化传媒,7500.0,成都,4,是,"
"385","385,男,,硕士,考研,文化传媒,10000.0,武汉,3,是,"
"386","386,女,临床医学,本科,就业,教育,10000.0,深圳,3,否,"
"387","387,女,汉语言文学,博士,考研,政府机关,,北京,5,是,"
"388","388,男,市场营销,博士,出国,银行,6000.0,深圳,2.5725539550735554,是,"
"389","389,男,环境工程,博士,创业,制造业,3028980,北京,4,是,"
"390","390,男,,本科,,银行,14500.0,青岛,1,否,"
"391","391,女,市场营销,硕士,,互联网,6500.0,上海,3,是,"
"392","392,女,临床医学,本科,公务员,制造业,5000.0,武汉,差,是,"
"393","393,女,金融学,硕士,出国,互联网,13000.0,北京,3,否,"
"394","394,女,市场营销,硕士,就业,医疗,5500.0,西安,3.9778093416730815,是,"
"395","395,其他1,临床医学,博士,考研,银行,14500.0,广州,3,是,"
"396","396,男,土木工程,,公务员,文化传媒,14000.0,青岛,4,否,"
"397","397,男,土木工程,本科,考研,制造业,13000.0,南京,3.52151789078873,是,"
"398","398,女,,本科,,银行,,北京,4,是,上海 "
"399","399, 女,机械工程,硕士,公务员,建筑,1836162,成都,3,否,"
"400","400,男,临床医学,本科,,制造业,10000.0,南京,5,是,"
"401","401,男,金融学,硕士,自由职业,医疗,14500.0,成都,差,否,"
"402","402,女,电子信息,本科,,文化传媒,4919748,南京,4,是,"
"403","403,女,,博士,创业,建筑,-5592,青岛,3.050967223376376,是,"
"404","404,男,,硕士,出国,银行,14500.0,杭州,3,是,"
"405","405,男,环境工程,,出国,制造业,未知,西安,3,是,"
"406","406,女,金融学,硕士,出国,医疗,9500.0,青岛,3,是,"
"407","407,男,环境工程,博士,出国,教育,10000.0,深圳,2,否,"
"408","408,女,市场营销,博士,出国,教育,-8303,杭州,1,是,"
"409","409,男,法学,博士,自由职业,银行,未知,西安,1,否,"
"410","410,男,汉语言文学,硕士,自由职业,制造业,15000.0,成都,2,否,"
"411","411,男,金融学,本科,自由职业,医疗,13500.0,深圳,1,否,"
"412","412,男,,本科,,银行,15000.0,南京,1,否,"
"413","413,男,汉语言文学,博士,公务员,医疗,13500.0,武汉,差,否,"
"414","414,男,临床医学,本科,就业,文化传媒,6000.0,杭州,3,是,"
"415","415,男,机械工程,硕士,,政府机关,,青岛,1,是,"
"416","416,男,电子信息,本科,就业,互联网,14000.0,深圳,1,否,"
"417","417,女,环境工程,本科,创业,政府机关,9500.0,西安,1,否,"
"418","418,其他1,计算机,,创业,互联网,,杭州,5,是,"
"419","419,女,,硕士,就业,政府机关,2907899,南京,1,否,"
"420","420,女,临床医学,,,政府机关,7000.0,西安,4,否,"
"421","421,男,金融学,博士,考研,教育,10000.0,成都,3,否,"
"422","422,男,计算机,硕士,考研,医疗,5500.0,青岛,3,是,"
"423","423,女,环境工程,硕士,就业,教育,14500.0,南京,3,否,"
"424","424,男,计算机,硕士,自由职业,互联网,5000.0,杭州,差,否,"
"425","425,男,市场营销,本科,就业,教育,10000.0,深圳,2,是,"
"426","426,男,法学,本科,创业,银行,,杭州,5,否,"
"427","427,女,金融学,博士,出国,建筑,11500.0,北京,3.3763223614086932,否,"
"428","428,男,汉语言文学,硕士,自由职业,政府机关,-5527,北京,2,是,"
"429","429,女,市场营销,硕士,,制造业,15856.954088269125,南京,2.4078133273570264,是,"
"430","430,男,市场营销,硕士,,建筑,11000.0,西安,4,是,"
"431","431,女,机械工程,硕士,自由职业,制造业,13500.0,广州,4,是,上海 "
"432","432,男,土木工程,博士,,银行,14000.0,南京,2,否,"
"433","433, 女,,博士,考研,政府机关,38449.48803478678,成都,5,是,"
"434","434,女,机械工程,硕士,,医疗,10500.0,成都,4,否,上海 "
"435","435,男,,硕士,创业,建筑,5500.0,广州,4,否,"
"436","436,女,计算机,本科,创业,建筑,11000.0,深圳,4,是,上海 "
"437","437,女,机械工程,硕士,考研,文化传媒,14000.0,南京,4,是,上海 "
"438","438,男,汉语言文学,博士,,制造业,7000.0,广州,1.9398940051887545,是,"
"439","439,男,土木工程,硕士,,建筑,7500.0,成都,2,是,"
"440","440,女,,博士,考研,教育,12000.0,南京,2,否,"
"441","441,男,法学,博士,出国,制造业,15000.0,广州,2,是,"
"442","442,男,环境工程,,考研,医疗,9000.0,广州,3,是,"
"443","443,男,土木工程,硕士,自由职业,医疗,未知,深圳,2,是,"
"444","444,女,土木工程,本科,就业,医疗,12000.0,南京,2,否,上海 "
"445","445,女,金融学,,创业,教育,9500.0,广州,差,是,上海 "
"446","446,女,汉语言文学,,出国,银行,,南京,1,否,"
"447","447,女,市场营销,硕士,就业,制造业,-7961,广州,3,是,"
"448","448, 女,汉语言文学,博士,自由职业,银行,14500.0,青岛,2.6333814425561224,否,"
"449","449,男,临床医学,博士,公务员,制造业,12500.0,上海,5,否,"
"450","450,男,金融学,硕士,出国,银行,14500.0,武汉,3.504364030214685,是,"
"451","451, 女,土木工程,本科,自由职业,政府机关,2431484,南京,2,是,"
"452","452,女,电子信息,本科,自由职业,建筑,10000.0,武汉,2,否,"
"453","453,其他1,法学,本科,创业,建筑,-3194,上海,3,是,"
"454","454,男,电子信息,硕士,,教育,8500.0,成都,2,否,上海 "
"455","455,男,计算机,硕士,考研,制造业,9000.0,青岛,2,是,"
"456","456,男,电子信息,本科,考研,银行,13000.0,杭州,3,是,"
"457","457,女,土木工程,硕士,公务员,政府机关,5000.0,深圳,1,否,"
"458","458,男,环境工程,本科,创业,互联网,-5530,广州,1,否,上海 "
"459","459,女,金融学,博士,自由职业,制造业,15000.0,武汉,4,否,"
"460","460,男,,本科,自由职业,政府机关,4936008,西安,2,否,"
"461","461,女,电子信息,本科,创业,教育,6000.0,武汉,5,是,"
"462","462,女,机械工程,硕士,考研,教育,15000.0,上海,1,否,"
"463","463,男,土木工程,硕士,公务员,教育,8500.0,杭州,1,是,"
"464","464,女,法学,硕士,考研,教育,9917.40768703949,广州,3,否,"
"465","465, 女,土木工程,本科,出国,政府机关,8500.0,南京,2,是,"
"466","466, 女,汉语言文学,本科,创业,医疗,-6723,深圳,4.602466496187063,是,"
"467","467,女,电子信息,本科,就业,制造业,6500.0,成都,3,是,上海 "
"468","468,男,计算机,硕士,自由职业,互联网,4000.0,上海,4,否,"
"469","469,男,金融学,本科,,制造业,-5584,上海,2,否,"
"470","470,男,电子信息,本科,考研,政府机关,14500.0,北京,5,是,"
"471","471,女,临床医学,硕士,考研,制造业,6000.0,西安,3,否,上海 "
"472","472,女,法学,本科,考研,建筑,11500.0,广州,1,是,"
"473","473,女,机械工程,硕士,公务员,银行,9500.0,成都,1,是,"
"474","474,女,金融学,硕士,出国,教育,13000.0,西安,4,是,"
"475","475, 女,,硕士,就业,教育,12000.0,西安,2,否,上海 "
"476","476,女,计算机,博士,,银行,10500.0,深圳,4,是,"
"477","477,男,临床医学,硕士,考研,银行,5500.0,南京,1,否,"
"478","478,男,法学,本科,自由职业,教育,9000.0,深圳,1,否,"
"479","479,男,计算机,硕士,出国,政府机关,9500.0,西安,2,是,"
"480","480,女,环境工程,硕士,创业,政府机关,13000.0,成都,3.7392986589261845,否,"
"481","481,女,机械工程,硕士,自由职业,建筑,9000.0,北京,1,否,"
"482","482,女,环境工程,本科,出国,制造业,6500.0,成都,4,是,"
"483","483,女,机械工程,博士,出国,文化传媒,12500.0,杭州,5,否,"
"484","484,男,汉语言文学,本科,创业,银行,12500.0,成都,3,是,"
"485","485,男,电子信息,硕士,公务员,医疗,13000.0,青岛,1,否,"
"486","486,女,,本科,自由职业,建筑,-1629,北京,3,是,"
"487","487,男,计算机,博士,,建筑,10500.0,上海,5,否,"
"488","488,男,汉语言文学,博士,自由职业,制造业,39265.685065696685,广州,2,否,"
"489","489,男,金融学,硕士,自由职业,文化传媒,4500.0,深圳,3,否,"
"490","490,女,法学,本科,自由职业,文化传媒,10500.0,南京,5,否,上海 "
"491","491,男,电子信息,硕士,,建筑,,武汉,3,是,"
"492","492,女,金融学,,就业,银行,4000.0,北京,5,否,"
"493","493,男,计算机,本科,出国,文化传媒,11000.0,深圳,3,否,"
"494","494,女,计算机,博士,出国,政府机关,14000.0,上海,4,是,"
"495","495,女,,,公务员,医疗,14000.0,深圳,5,否,"
"496","496,男,机械工程,博士,创业,文化传媒,14000.0,青岛,2,是,"
"497","497,男,市场营销,本科,出国,教育,13000.0,成都,差,是,"
"498","498,男,电子信息,硕士,,医疗,14000.0,南京,3,是,"
"499","499, 女,计算机,本科,自由职业,教育,4500.0,广州,3,是,"
"500","500,男,,本科,出国,银行,11500.0,成都,2,是,"
"501","501,女,电子信息,博士,考研,医疗,31113.109093405805,广州,差,否,"
"502","502, 女,环境工程,硕士,创业,教育,4500.0,西安,3.800526892750562,否,"
"503","503,男,,本科,出国,互联网,14000.0,成都,5,是,"
"504","504,女,金融学,本科,就业,银行,8000.0,北京,2.259478567974892,否,"
"505","505,男,汉语言文学,本科,就业,银行,14000.0,上海,1,是,"
"506","506,男,土木工程,硕士,考研,医疗,10500.0,广州,5,否,"
"507","507,男,市场营销,硕士,创业,医疗,8000.0,青岛,1,是,上海 "
"508","508,男,汉语言文学,本科,考研,文化传媒,7000.0,西安,5,否,"
"509","509,男,市场营销,本科,考研,医疗,10500.0,南京,3,是,"
"510","510,男,汉语言文学,博士,出国,教育,15000.0,深圳,5,是,"
"511","511,女,临床医学,本科,自由职业,建筑,7500.0,西安,5,是,"
"512","512,女,金融学,,,医疗,6000.0,青岛,3,是,"
"513","513,女,环境工程,博士,创业,互联网,14500.0,北京,4,否,"
"514","514,女,市场营销,本科,公务员,建筑,13000.0,青岛,4,否,上海 "
"515","515,女,,硕士,,建筑,9000.0,西安,2,是,"
"516","516,男,法学,硕士,自由职业,教育,5500.0,武汉,1,否,"
"517","517,男,计算机,本科,公务员,建筑,14319.556231780467,杭州,1,是,"
"518","518,男,计算机,本科,考研,医疗,13500.0,南京,1,是,"
"519","519,男,计算机,本科,,互联网,,西安,2,否,"
"520","520,男,土木工程,硕士,考研,教育,4000.0,成都,2,否,"
"521","521,男,临床医学,博士,就业,政府机关,-9661,杭州,3,否,"
"522","522,男,环境工程,硕士,,制造业,12000.0,上海,5,是,"
"523","523,男,机械工程,,出国,医疗,8500.0,青岛,1,是,"
"524","524,女,计算机,本科,,建筑,11500.0,深圳,4,否,"
"525","525,男,金融学,博士,出国,医疗,12000.0,西安,2,是,"
"526","526,女,金融学,本科,就业,制造业,4000.0,武汉,差,否,"
"527","527,男,环境工程,本科,公务员,教育,5000.0,杭州,3,是,上海 "
"528","528,女,市场营销,本科,自由职业,政府机关,8500.0,西安,5,是,"
"529","529,男,金融学,本科,,建筑,7500.0,北京,2.850182756593245,否,"
"530","530,男,机械工程,硕士,创业,制造业,,深圳,5,是,"
"531","531,女,电子信息,,考研,互联网,6500.0,西安,5,否,"
"532","532,女,机械工程,本科,自由职业,银行,未知,广州,2,否,"
"533","533,女,,本科,创业,建筑,9000.0,南京,4,是,"
"534","534,男,法学,博士,出国,医疗,12500.0,成都,1,否,"
"535","535,男,法学,本科,考研,医疗,13500.0,南京,2,否,"
"536","536,女,,本科,公务员,政府机关,13500.0,南京,3,是,"
"537","537,男,电子信息,本科,自由职业,文化传媒,12500.0,西安,1,否,"
"538","538,男,环境工程,本科,自由职业,文化传媒,4000.0,武汉,2,否,"
"539","539,男,机械工程,博士,创业,互联网,,深圳,1,否,"
"540","540,男,,,创业,互联网,5500.0,青岛,1,否,"
"541","541,女,计算机,硕士,公务员,教育,4727228,西安,1,是,"
"542","542,女,法学,硕士,出国,制造业,10500.0,上海,2,否,"
"543","543, 女,临床医学,硕士,公务员,医疗,-1400,广州,5,是,"
"544","544,女,,博士,出国,教育,14500.0,武汉,1,否,"
"545","545,其他1,汉语言文学,博士,出国,政府机关,,上海,1,是,"
"546","546,男,,硕士,考研,互联网,6000.0,上海,差,否,上海 "
"547","547,男,机械工程,硕士,就业,银行,9500.0,成都,4,是,上海 "
"548","548,男,计算机,本科,自由职业,教育,8000.0,武汉,1,否,"
"549","549,女,汉语言文学,本科,就业,政府机关,10500.0,南京,3.844825986997975,否,"
"550","550,女,市场营销,博士,创业,建筑,35009.54872755593,上海,3,是,"
"551","551,男,临床医学,博士,考研,教育,8000.0,南京,3,否,"
"552","552,男,计算机,博士,公务员,文化传媒,11000.0,青岛,4,否,"
"553","553,男,金融学,硕士,公务员,文化传媒,44262.49648472682,成都,2,否,"
"554","554,男,电子信息,硕士,出国,文化传媒,6500.0,上海,2,否,"
"555","555,男,计算机,硕士,创业,互联网,14500.0,武汉,3,否,"
"556","556,男,机械工程,本科,自由职业,文化传媒,11500.0,上海,2,是,"
"557","557,男,法学,博士,考研,银行,4000.0,武汉,3.184470813853984,否,"
"558","558,男,法学,,就业,银行,5500.0,西安,1,是,"
"559","559,其他1,电子信息,本科,,银行,14000.0,青岛,2.752400180417735,否,"
"560","560,男,,硕士,,政府机关,14500.0,西安,5,是,"
"561","561,女,,博士,,医疗,8000.0,广州,4,否,"
"562","562,男,临床医学,,自由职业,制造业,11500.0,南京,1,是,"
"563","563,女,环境工程,博士,创业,医疗,4500.0,杭州,1.8002123062589706,是,"
"564","564,女,汉语言文学,博士,就业,互联网,未知,成都,3,是,"
"565","565,男,电子信息,硕士,,互联网,12500.0,西安,1,否,"
"566","566,男,金融学,本科,自由职业,文化传媒,5000.0,青岛,5,否,"
"567","567,女,金融学,本科,创业,建筑,4500.0,杭州,3,否,"
"568","568,女,法学,博士,出国,文化传媒,14500.0,北京,2,是,"
"569","569,女,汉语言文学,博士,创业,医疗,10500.0,青岛,3,否,"
"570","570,男,汉语言文学,本科,,政府机关,4000.0,深圳,3,否,"
"571","571,女,计算机,,自由职业,政府机关,12000.0,南京,4,否,"
"572","572,女,,博士,创业,互联网,9000.0,南京,3,否,"
"573","573,男,汉语言文学,,考研,制造业,8233.168611277782,青岛,3,是,"
"574","574,男,计算机,本科,考研,银行,14500.0,深圳,1,是,"
"575","575, 女,临床医学,本科,创业,银行,11500.0,北京,2,否,"
"576","576, 女,电子信息,,考研,政府机关,10500.0,成都,1,是,"
"577","577,女,,本科,自由职业,医疗,,南京,5,否,"
"578","578,女,临床医学,本科,公务员,政府机关,11000.0,北京,2,是,"
"579","579,男,汉语言文学,本科,公务员,互联网,-3653,南京,1,否,"
"580","580,男,临床医学,本科,考研,教育,-6099,成都,5,否,上海 "
"581","581,其他1,法学,博士,考研,建筑,未知,南京,1,是,上海 "
"582","582,男,,,创业,互联网,9000.0,深圳,5,否,"
"583","583,男,电子信息,,创业,互联网,6500.0,南京,4,是,"
"584","584,男,电子信息,博士,出国,银行,7500.0,杭州,4,是,"
"585","585,男,土木工程,本科,就业,文化传媒,,南京,2,否,"
"586","586,男,,,创业,银行,,北京,4,是,"
"587","587,男,金融学,,出国,建筑,5000.0,广州,3,否,"
"588","588,男,汉语言文学,本科,自由职业,银行,11500.0,青岛,2,否,"
"589","589,女,机械工程,硕士,就业,医疗,10000.0,青岛,差,否,"
"590","590,男,计算机,硕士,就业,银行,6000.0,上海,1.4191203118635056,是,"
"591","591,男,汉语言文学,,自由职业,医疗,7000.0,广州,4,否,"
"592","592,男,机械工程,本科,就业,文化传媒,-9820,青岛,3,否,"
"593","593,女,,硕士,出国,文化传媒,4500.0,青岛,3,是,"
"594","594,女,汉语言文学,本科,出国,文化传媒,4000.0,上海,5,否,"
"595","595,男,金融学,硕士,出国,制造业,11000.0,西安,4.034780638284416,是,"
"596","596,女,汉语言文学,本科,公务员,政府机关,11500.0,成都,4,否,"
"597","597,女,电子信息,硕士,公务员,文化传媒,,南京,2.9506564878550723,是,"
"598","598,女,汉语言文学,硕士,就业,制造业,10500.0,广州,4,否,"
"599","599,女,汉语言文学,硕士,就业,银行,11000.0,成都,4,是,"
"600","600,女,,本科,就业,医疗,9000.0,青岛,2,否,"
"601","601,女,环境工程,博士,考研,文化传媒,15000.0,杭州,5,否,"
"602","602,男,电子信息,博士,,文化传媒,9500.0,青岛,5,否,"
"603","603,女,计算机,本科,就业,文化传媒,4000.0,西安,4,否,"
"604","604,女,市场营销,本科,创业,银行,,武汉,5,是,"
"605","605,女,电子信息,博士,就业,教育,4500.0,成都,差,否,"
"606","606,男,市场营销,硕士,就业,教育,4500.0,武汉,3,否,"
"607","607,女,机械工程,本科,就业,银行,8500.0,成都,3,是,"
"608","608,男,环境工程,博士,,教育,9000.0,西安,4.789024354403196,否,"
"609","609,女,机械工程,本科,创业,文化传媒,,西安,5,否,上海 "
"610","610,女,环境工程,硕士,考研,制造业,4000.0,广州,5,否,"
"611","611,女,计算机,硕士,出国,互联网,13000.0,北京,5,是,"
"612","612,女,市场营销,硕士,,政府机关,未知,西安,2,是,"
"613","613,男,金融学,本科,自由职业,银行,未知,西安,3,否,"
