ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历
460,男,汉语言文学,本科,自由职业,政府机关,11500,西安,2,否
461,女,电子信息,本科,创业,教育,6000,武汉,5,是
462,女,机械工程,硕士,考研,教育,15000,上海,1,否
463,男,土木工程,硕士,公务员,教育,8500,杭州,1,是
464,女,法学,硕士,考研,教育,10000,广州,3,否
465,男,土木工程,本科,出国,政府机关,8500,南京,2,是
466,女,汉语言文学,本科,创业,医疗,13500,深圳,2,是
467,女,电子信息,本科,就业,制造业,6500,成都,3,是
468,男,计算机,硕士,自由职业,互联网,4000,上海,4,否
469,男,金融学,本科,公务员,制造业,5000,上海,2,否
470,男,电子信息,本科,考研,政府机关,14500,北京,5,是
471,女,临床医学,硕士,考研,制造业,6000,西安,3,否
472,女,法学,本科,考研,建筑,11500,广州,1,是
473,女,机械工程,硕士,公务员,银行,9500,成都,1,是
474,女,金融学,硕士,出国,教育,13000,西安,4,是
475,男,法学,硕士,就业,教育,12000,西安,2,否
476,女,计算机,博士,就业,银行,10500,深圳,4,是
477,男,临床医学,硕士,考研,银行,5500,南京,1,否
478,男,法学,本科,自由职业,教育,9000,深圳,1,否
479,男,计算机,硕士,出国,政府机关,9500,西安,2,是
480,女,环境工程,硕士,创业,政府机关,13000,成都,2,否
481,女,机械工程,硕士,自由职业,建筑,9000,北京,1,否
482,女,环境工程,本科,出国,制造业,6500,成都,4,是
483,女,机械工程,博士,出国,文化传媒,12500,杭州,5,否
484,男,汉语言文学,本科,创业,银行,12500,成都,3,是
485,男,电子信息,硕士,公务员,医疗,13000,青岛,1,否
486,女,汉语言文学,本科,自由职业,建筑,7500,北京,3,是
487,男,计算机,博士,就业,建筑,10500,上海,5,否
488,男,汉语言文学,博士,自由职业,制造业,9500,广州,2,否
489,男,金融学,硕士,自由职业,文化传媒,4500,深圳,3,否
490,女,法学,本科,自由职业,文化传媒,10500,南京,5,否
491,男,电子信息,硕士,自由职业,建筑,9000,武汉,3,是
492,女,金融学,硕士,就业,银行,4000,北京,5,否
493,男,计算机,本科,出国,文化传媒,11000,深圳,3,否
494,女,计算机,博士,出国,政府机关,14000,上海,4,是
495,女,机械工程,硕士,公务员,医疗,14000,深圳,5,否
496,男,机械工程,博士,创业,文化传媒,14000,青岛,2,是
497,男,市场营销,本科,出国,教育,13000,成都,5,是
498,男,电子信息,硕士,自由职业,医疗,14000,南京,3,是
499,男,计算机,本科,自由职业,教育,4500,广州,3,是
500,男,电子信息,本科,出国,银行,11500,成都,2,是
501,女,电子信息,博士,考研,医疗,15000,广州,5,否
502,女,环境工程,硕士,创业,教育,4500,西安,4,否
503,男,市场营销,本科,出国,互联网,14000,成都,5,是
504,女,金融学,本科,就业,银行,8000,北京,2,否
505,男,汉语言文学,本科,就业,银行,14000,上海,1,是
506,男,土木工程,硕士,考研,医疗,10500,广州,5,否
507,男,市场营销,硕士,创业,医疗,8000,青岛,1,是
508,男,汉语言文学,本科,考研,文化传媒,7000,西安,5,否
509,男,市场营销,本科,考研,医疗,10500,南京,3,是
510,男,汉语言文学,博士,出国,教育,15000,深圳,5,是
511,女,临床医学,本科,自由职业,建筑,7500,西安,5,是
512,女,金融学,博士,公务员,医疗,6000,青岛,3,是
513,女,环境工程,博士,创业,互联网,14500,北京,4,否
514,女,市场营销,本科,公务员,建筑,13000,青岛,4,否
515,女,市场营销,硕士,考研,建筑,9000,西安,2,是
516,男,法学,硕士,自由职业,教育,5500,武汉,1,否
517,男,计算机,本科,公务员,建筑,6500,杭州,1,是
518,男,计算机,本科,考研,医疗,13500,南京,1,是
519,男,计算机,本科,出国,互联网,4500,西安,2,否
520,男,土木工程,硕士,考研,教育,4000,成都,2,否
521,男,临床医学,博士,就业,政府机关,5000,杭州,3,否
522,男,环境工程,硕士,就业,制造业,12000,上海,5,是
523,男,机械工程,硕士,出国,医疗,8500,青岛,1,是
524,女,计算机,本科,自由职业,建筑,11500,深圳,4,否
525,男,金融学,博士,出国,医疗,12000,西安,2,是
526,女,金融学,本科,就业,制造业,4000,武汉,5,否
527,男,环境工程,本科,公务员,教育,5000,杭州,3,是
528,女,市场营销,本科,自由职业,政府机关,8500,西安,5,是
529,男,金融学,本科,创业,建筑,7500,北京,5,否
530,男,机械工程,硕士,创业,制造业,14000,深圳,5,是
531,女,电子信息,本科,考研,互联网,6500,西安,5,否
532,女,机械工程,本科,自由职业,银行,6000,广州,2,否
533,女,汉语言文学,本科,创业,建筑,9000,南京,4,是
534,男,法学,博士,出国,医疗,12500,成都,1,否
535,男,法学,本科,考研,医疗,13500,南京,2,否
536,女,机械工程,本科,公务员,政府机关,13500,南京,3,是
537,男,电子信息,本科,自由职业,文化传媒,12500,西安,1,否
538,男,环境工程,本科,自由职业,文化传媒,4000,武汉,2,否
539,男,机械工程,博士,创业,互联网,4500,深圳,1,否
540,男,计算机,本科,创业,互联网,5500,青岛,1,否
541,女,计算机,硕士,公务员,教育,10000,西安,1,是
542,女,法学,硕士,出国,制造业,10500,上海,2,否
543,男,临床医学,硕士,公务员,医疗,13000,广州,5,是
544,女,计算机,博士,出国,教育,14500,武汉,1,否
545,女,汉语言文学,博士,出国,政府机关,11000,上海,1,是
546,男,环境工程,硕士,考研,互联网,6000,上海,5,否
547,男,机械工程,硕士,就业,银行,9500,成都,4,是
548,男,计算机,本科,自由职业,教育,8000,武汉,1,否
549,女,汉语言文学,本科,就业,政府机关,10500,南京,2,否
550,女,市场营销,博士,创业,建筑,6000,上海,3,是
551,男,临床医学,博士,考研,教育,8000,南京,3,否
552,男,计算机,博士,公务员,文化传媒,11000,青岛,4,否
553,男,金融学,硕士,公务员,文化传媒,9500,成都,2,否
554,男,电子信息,硕士,出国,文化传媒,6500,上海,2,否
555,男,计算机,硕士,创业,互联网,14500,武汉,3,否
556,男,机械工程,本科,自由职业,文化传媒,11500,上海,2,是
557,男,法学,博士,考研,银行,4000,武汉,5,否
558,男,法学,硕士,就业,银行,5500,西安,1,是
559,女,电子信息,本科,出国,银行,14000,青岛,4,否
560,男,电子信息,硕士,自由职业,政府机关,14500,西安,5,是
561,女,电子信息,博士,考研,医疗,8000,广州,4,否
562,男,临床医学,本科,自由职业,制造业,11500,南京,1,是
563,女,环境工程,博士,创业,医疗,4500,杭州,4,是
564,女,汉语言文学,博士,就业,互联网,11500,成都,3,是
565,男,电子信息,硕士,公务员,互联网,12500,西安,1,否
566,男,金融学,本科,自由职业,文化传媒,5000,青岛,5,否
567,女,金融学,本科,创业,建筑,4500,杭州,3,否
568,女,法学,博士,出国,文化传媒,14500,北京,2,是
569,女,汉语言文学,博士,创业,医疗,10500,青岛,3,否
570,男,汉语言文学,本科,自由职业,政府机关,4000,深圳,3,否
571,女,计算机,本科,自由职业,政府机关,12000,南京,4,否
572,女,土木工程,博士,创业,互联网,9000,南京,3,否
573,男,汉语言文学,硕士,考研,制造业,12000,青岛,3,是
574,男,计算机,本科,考研,银行,14500,深圳,1,是
575,男,临床医学,本科,创业,银行,11500,北京,2,否
576,男,电子信息,本科,考研,政府机关,10500,成都,1,是
577,女,法学,本科,自由职业,医疗,6000,南京,5,否
578,女,临床医学,本科,公务员,政府机关,11000,北京,2,是
579,男,汉语言文学,本科,公务员,互联网,9500,南京,1,否
580,男,临床医学,本科,考研,教育,4000,成都,5,否
581,男,法学,博士,考研,建筑,10000,南京,1,是
582,男,市场营销,本科,创业,互联网,9000,深圳,5,否
583,男,电子信息,博士,创业,互联网,6500,南京,4,是
584,男,电子信息,博士,出国,银行,7500,杭州,4,是
585,男,土木工程,本科,就业,文化传媒,8000,南京,2,否
586,男,临床医学,硕士,创业,银行,14000,北京,4,是
587,男,金融学,硕士,出国,建筑,5000,广州,3,否
588,男,汉语言文学,本科,自由职业,银行,11500,青岛,2,否
589,女,机械工程,硕士,就业,医疗,10000,青岛,1,否
590,男,计算机,硕士,就业,银行,6000,上海,2,是
591,男,汉语言文学,博士,自由职业,医疗,7000,广州,4,否
592,男,机械工程,本科,就业,文化传媒,12500,青岛,3,否
593,女,市场营销,硕士,出国,文化传媒,4500,青岛,3,是
594,女,汉语言文学,本科,出国,文化传媒,4000,上海,5,否
595,男,金融学,硕士,出国,制造业,11000,西安,5,是
596,女,汉语言文学,本科,公务员,政府机关,11500,成都,4,否
597,女,电子信息,硕士,公务员,文化传媒,14500,南京,3,是
598,女,汉语言文学,硕士,就业,制造业,10500,广州,4,否
599,女,汉语言文学,硕士,就业,银行,11000,成都,4,是
600,女,法学,本科,就业,医疗,9000,青岛,2,否
601,女,环境工程,博士,考研,文化传媒,15000,杭州,5,否
602,男,电子信息,博士,考研,文化传媒,9500,青岛,5,否
603,女,计算机,本科,就业,文化传媒,4000,西安,4,否
604,女,市场营销,本科,创业,银行,7500,武汉,5,是
605,女,电子信息,博士,就业,教育,4500,成都,3,否
606,男,市场营销,硕士,就业,教育,4500,武汉,3,否
607,女,机械工程,本科,就业,银行,8500,成都,3,是
608,男,环境工程,博士,出国,教育,9000,西安,3,否
609,女,机械工程,本科,创业,文化传媒,7000,西安,5,否
610,女,环境工程,硕士,考研,制造业,4000,广州,5,否
611,女,计算机,硕士,出国,互联网,13000,北京,5,是
612,女,市场营销,硕士,公务员,政府机关,7500,西安,2,是
613,男,金融学,本科,自由职业,银行,8500,西安,3,否
614,男,电子信息,本科,公务员,教育,10000,武汉,1,是
615,男,机械工程,本科,考研,医疗,12000,广州,2,是
616,男,环境工程,硕士,创业,医疗,6000,南京,1,否
617,女,市场营销,博士,考研,医疗,12000,广州,5,否
618,女,汉语言文学,硕士,考研,互联网,5500,广州,1,否
619,男,汉语言文学,硕士,考研,医疗,10000,成都,3,否
620,男,汉语言文学,硕士,公务员,教育,9000,西安,5,否
621,男,电子信息,博士,公务员,制造业,7000,广州,5,否
622,男,机械工程,硕士,考研,医疗,13500,广州,1,是
623,女,电子信息,博士,公务员,文化传媒,9000,成都,3,是
624,男,法学,博士,就业,建筑,11500,深圳,4,是
625,女,电子信息,博士,创业,制造业,5500,杭州,1,否
626,女,临床医学,博士,出国,医疗,13000,北京,1,否
627,女,土木工程,本科,就业,互联网,15000,深圳,4,是
628,女,市场营销,本科,就业,建筑,4000,杭州,3,否
629,女,市场营销,硕士,出国,互联网,6500,广州,3,是
630,女,汉语言文学,博士,公务员,互联网,5000,南京,5,否
631,女,机械工程,本科,出国,教育,9500,成都,3,是
632,男,汉语言文学,硕士,创业,互联网,11500,北京,1,是
633,男,电子信息,本科,出国,医疗,5000,广州,4,是
634,男,土木工程,本科,就业,银行,8500,青岛,3,是
635,男,机械工程,博士,创业,政府机关,13500,杭州,4,否
636,女,市场营销,本科,公务员,互联网,5500,西安,2,否
637,男,法学,硕士,出国,文化传媒,5500,深圳,4,是
638,男,市场营销,本科,自由职业,医疗,4500,杭州,1,是
639,男,土木工程,硕士,创业,政府机关,4000,广州,5,是
640,女,机械工程,硕士,创业,文化传媒,4000,成都,1,否
641,男,环境工程,本科,出国,医疗,14000,杭州,2,否
642,男,环境工程,博士,出国,医疗,13500,杭州,3,是
643,男,电子信息,本科,考研,医疗,10500,北京,1,是
644,女,法学,本科,创业,文化传媒,5500,武汉,1,否
645,女,电子信息,本科,自由职业,文化传媒,6000,武汉,1,是
646,女,汉语言文学,博士,考研,银行,13000,北京,3,否
647,男,机械工程,本科,考研,互联网,7500,深圳,4,否
648,男,电子信息,硕士,公务员,教育,4500,上海,1,否
649,男,临床医学,博士,自由职业,互联网,9000,南京,4,是
650,男,汉语言文学,硕士,创业,建筑,11000,成都,2,否
651,男,机械工程,本科,就业,银行,7500,武汉,1,否
652,男,计算机,本科,创业,医疗,13000,深圳,4,是
653,男,市场营销,博士,出国,互联网,8500,西安,1,否
654,女,土木工程,硕士,自由职业,互联网,5500,深圳,3,是
655,女,金融学,本科,考研,制造业,10000,上海,5,否
656,男,环境工程,博士,自由职业,政府机关,7000,西安,1,是
657,女,电子信息,硕士,出国,银行,13500,北京,2,是
658,男,汉语言文学,本科,创业,银行,5500,青岛,1,否
659,男,计算机,博士,公务员,文化传媒,15000,北京,2,否
660,男,机械工程,本科,就业,建筑,7000,西安,4,否
661,男,计算机,本科,就业,互联网,7500,杭州,3,否
662,女,汉语言文学,硕士,考研,教育,8000,杭州,2,否
663,女,电子信息,硕士,出国,制造业,10500,成都,2,是
664,男,市场营销,硕士,公务员,文化传媒,15000,上海,4,是
665,男,法学,博士,自由职业,互联网,14500,武汉,3,否
666,女,金融学,硕士,创业,建筑,5000,南京,4,否
667,女,临床医学,本科,创业,互联网,13000,杭州,3,否
668,男,计算机,本科,公务员,文化传媒,11000,成都,5,是
669,男,金融学,博士,就业,建筑,5500,武汉,5,否
670,男,汉语言文学,本科,考研,教育,10500,南京,2,是
671,男,汉语言文学,本科,公务员,政府机关,4500,成都,5,否
672,女,环境工程,本科,就业,教育,6500,青岛,3,是
673,女,土木工程,博士,自由职业,医疗,15000,北京,5,否
674,男,汉语言文学,本科,创业,银行,4000,南京,2,否
675,女,电子信息,硕士,就业,银行,9500,杭州,5,是
676,女,环境工程,本科,创业,文化传媒,14500,杭州,3,否
677,男,汉语言文学,本科,考研,政府机关,12000,杭州,5,否
678,男,机械工程,硕士,出国,建筑,10000,青岛,3,是
679,男,临床医学,本科,出国,制造业,9000,武汉,3,否
680,女,机械工程,博士,考研,医疗,14000,上海,4,否
681,女,机械工程,硕士,创业,制造业,10000,广州,1,是
682,男,金融学,硕士,创业,教育,5000,南京,5,否
683,女,金融学,本科,出国,文化传媒,10000,西安,2,是
684,女,计算机,博士,创业,银行,10500,南京,1,否
685,女,土木工程,本科,创业,互联网,8500,上海,3,是
686,女,土木工程,硕士,出国,文化传媒,15000,武汉,1,否
687,女,环境工程,硕士,创业,文化传媒,10000,北京,3,是
688,女,电子信息,本科,创业,医疗,14000,青岛,5,否
689,男,机械工程,博士,就业,政府机关,4500,西安,3,是
690,男,机械工程,硕士,自由职业,文化传媒,13500,杭州,3,否
691,女,机械工程,硕士,自由职业,银行,5000,青岛,2,否
692,男,环境工程,博士,就业,银行,7500,北京,1,否
693,男,市场营销,硕士,创业,互联网,5000,北京,5,否
694,女,金融学,博士,自由职业,建筑,4500,成都,5,否
695,男,法学,硕士,自由职业,文化传媒,12000,武汉,2,是
696,男,市场营销,博士,创业,医疗,15000,深圳,5,否
697,男,市场营销,硕士,出国,医疗,11000,广州,5,否
698,女,法学,本科,就业,银行,8500,西安,1,是
699,女,计算机,博士,公务员,建筑,4000,深圳,2,否
700,女,市场营销,硕士,创业,互联网,11500,广州,5,否
701,男,汉语言文学,硕士,公务员,教育,4000,深圳,5,是
702,男,土木工程,本科,出国,政府机关,8000,杭州,1,否
703,女,法学,本科,考研,政府机关,7500,杭州,5,否
704,女,临床医学,本科,出国,互联网,15000,西安,2,否
705,女,市场营销,博士,自由职业,医疗,14000,杭州,4,否
706,女,计算机,硕士,考研,建筑,11000,深圳,5,否
707,女,机械工程,硕士,公务员,制造业,4500,南京,4,否
708,女,土木工程,本科,考研,建筑,9500,武汉,4,是
709,男,环境工程,本科,出国,文化传媒,14000,广州,1,否
710,男,电子信息,硕士,自由职业,文化传媒,11000,成都,5,是
